ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,ASSENTAMEN
degradacao,"12","2023",Sentinel-2,PA,0.09,Placas,PDS ÁGUA PRETA
degradacao,"12","2023",Sentinel-2,AM,0.09,Parintins,PA VILA AMAZÔNIA
degradacao,"12","2023",Sentinel-2,PA,0.09,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.08,Uruará,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.08,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.08,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.05,Mojuí dos Campos,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.08,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,MA,0.08,Centro Novo do Maranhão,PA ITAMATARÉ / COLONE
degradacao,"12","2023",Sentinel-2,PA,0.08,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.08,Uruará,PAC SÃO SEBASTIÃO DO TUTUÍ
degradacao,"12","2023",Sentinel-2,PA,0.08,Mojuí dos Campos,PAC BOM SOSSEGO
degradacao,"12","2023",Sentinel-2,PA,0.08,Paragominas,PA LUIZ INÁCIO
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.01,Juruti,PA VILA AMAZÔNIA
degradacao,"12","2023",Sentinel-2,PA,0.08,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.08,Juruti,PEAEX CURUMUCURI
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PDS ÁGUA PRETA
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.08,Mojuí dos Campos,PAC BOM SOSSEGO
degradacao,"12","2023",Sentinel-2,AM,0.08,Parintins,PA VILA AMAZÔNIA
degradacao,"12","2023",Sentinel-2,PA,0.08,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,AM,0.08,Parintins,PA VILA AMAZÔNIA
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PDS AVELINO RIBEIRO
degradacao,"12","2023",Sentinel-2,PA,0.08,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.03,Placas,PA CURUÁ-UNA
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,MT,0.08,Novo Santo Antônio,PA SANTO ANTONIO DA MATA AZUL
degradacao,"12","2023",Sentinel-2,AM,0.08,Caapiranga,PAE CABALIANA I
degradacao,"12","2023",Sentinel-2,PA,0.08,São Sebastião da Boa Vista,PAE COMUNIDADE CENTRAL
degradacao,"12","2023",Sentinel-2,PA,0.08,Mojuí dos Campos,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.08,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.08,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PDS AVELINO RIBEIRO
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.08,Santarém,PA BUERU
degradacao,"12","2023",Sentinel-2,PA,0.08,Uruará,PAC SÃO SEBASTIÃO DO TUTUÍ
degradacao,"12","2023",Sentinel-2,PA,0.08,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PDS ÁGUA PRETA
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PDS ÁGUA PRETA
degradacao,"12","2023",Sentinel-2,PA,0.08,Mojuí dos Campos,PDS RENASCER II
degradacao,"12","2023",Sentinel-2,PA,0.08,Uruará,PA TUTUÍ NORTE
degradacao,"12","2023",Sentinel-2,PA,0.08,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,MA,0.08,Centro Novo do Maranhão,PA ITAMATARÉ / COLONE
degradacao,"12","2023",Sentinel-2,PA,0.08,Uruará,PDS IRMÃ DOROTHY
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.08,Uruará,PAC SÃO SEBASTIÃO DO TUTUÍ
degradacao,"12","2023",Sentinel-2,PA,0.08,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.08,Uruará,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.08,Uruará,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.08,Senador José Porfírio,PDS CASTANHEIRA II
degradacao,"12","2023",Sentinel-2,PA,0.08,Mojuí dos Campos,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.08,Santarém,PAE LAGO GRANDE
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.08,Mojuí dos Campos,PDS RENASCER II
degradacao,"12","2023",Sentinel-2,PA,0.08,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.08,Paragominas,PA LUIZ INÁCIO
degradacao,"12","2023",Sentinel-2,PA,0.08,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PDS AVELINO RIBEIRO
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.08,Mojuí dos Campos,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.08,Nova Esperança do Piriá,PA CIDAPAR 2ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.08,Mojuí dos Campos,PAC BOM SOSSEGO
degradacao,"12","2023",Sentinel-2,PA,0.08,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.08,Paragominas,PA LUIZ INÁCIO
degradacao,"12","2023",Sentinel-2,PA,0.08,Mojuí dos Campos,PAC BOM SOSSEGO
degradacao,"12","2023",Sentinel-2,PA,0.08,Uruará,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.08,Mojuí dos Campos,PDS RENASCER II
degradacao,"12","2023",Sentinel-2,PA,0.08,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.08,Uruará,PAC SÃO SEBASTIÃO DO TUTUÍ
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.08,Viseu,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.08,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.08,Mojuí dos Campos,PAC BOM SOSSEGO
degradacao,"12","2023",Sentinel-2,PA,0.08,Mojuí dos Campos,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.08,Placas,PA TUTUÍ SUL
degradacao,"12","2023",Sentinel-2,PA,0.07,Santarém,PAE LAGO GRANDE
degradacao,"12","2023",Sentinel-2,PA,0.07,Mojuí dos Campos,PDS RENASCER II
degradacao,"12","2023",Sentinel-2,PA,0.07,Uruará,PDS IRMÃ DOROTHY
degradacao,"12","2023",Sentinel-2,PA,0.07,Santarém,PAE LAGO GRANDE
degradacao,"12","2023",Sentinel-2,PA,0.07,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.07,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.07,Uruará,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.07,Paragominas,PA NOVA VIDA
degradacao,"12","2023",Sentinel-2,PA,0.07,Juruti,PAE JURUTI VELHO
degradacao,"12","2023",Sentinel-2,PA,0.07,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS ÁGUA PRETA
degradacao,"12","2023",Sentinel-2,PA,0.07,Mojuí dos Campos,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS AVELINO RIBEIRO
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS AVELINO RIBEIRO
degradacao,"12","2023",Sentinel-2,PA,0.06,Paragominas,PA LUIZ INÁCIO
degradacao,"12","2023",Sentinel-2,PA,0.07,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.07,Paragominas,PA LUIZ INÁCIO
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.01,Placas,PDS ARTHUR FALEIRO
degradacao,"12","2023",Sentinel-2,PA,0.07,Santarém,PDS RENASCER II
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS AVELINO RIBEIRO
degradacao,"12","2023",Sentinel-2,AM,0.07,Parintins,PA VILA AMAZÔNIA
degradacao,"12","2023",Sentinel-2,MA,0.07,Centro Novo do Maranhão,PA QUADRA SÃO RAIMUNDO III / COLONE
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PA PLACAS
degradacao,"12","2023",Sentinel-2,PA,0.07,Mojuí dos Campos,PAC BOM SOSSEGO
degradacao,"12","2023",Sentinel-2,PA,0.07,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.07,Mojuí dos Campos,PAC BOM SOSSEGO
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.07,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.07,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,MA,0.07,Centro Novo do Maranhão,PA ITAMATARÉ / COLONE
degradacao,"12","2023",Sentinel-2,PA,0.07,Uruará,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.07,Monte Alegre,PDS PARAÍSO
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS ARTHUR FALEIRO
degradacao,"12","2023",Sentinel-2,AM,0.07,Parintins,PA VILA AMAZÔNIA
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.03,Placas,PDS ÁGUA PRETA
degradacao,"12","2023",Sentinel-2,PA,0.05,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.07,Mojuí dos Campos,PAC BOM SOSSEGO
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS ÁGUA PRETA
degradacao,"12","2023",Sentinel-2,PA,0.07,Santarém,PA ITUQUI
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.07,Mojuí dos Campos,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS AVELINO RIBEIRO
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.07,Viseu,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.07,Mojuí dos Campos,PAC BOM SOSSEGO
degradacao,"12","2023",Sentinel-2,PA,0.07,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS ÁGUA PRETA
degradacao,"12","2023",Sentinel-2,PA,0.07,Mojuí dos Campos,PAC BOM SOSSEGO
degradacao,"12","2023",Sentinel-2,PA,0.07,Mojuí dos Campos,PDS RENASCER II
degradacao,"12","2023",Sentinel-2,PA,0.07,Mojuí dos Campos,PDS RENASCER II
degradacao,"12","2023",Sentinel-2,PA,0.02,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.01,Pacajá,PA RIO BANDEIRA
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.07,Uruará,PDS IRMÃ DOROTHY
degradacao,"12","2023",Sentinel-2,PA,0.05,Placas,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS ÁGUA PRETA
degradacao,"12","2023",Sentinel-2,PA,0.03,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.07,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.07,Uruará,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.07,Juruti,PEAEX CURUMUCURI
degradacao,"12","2023",Sentinel-2,PA,0.07,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS AVELINO RIBEIRO
degradacao,"12","2023",Sentinel-2,PA,0.07,Uruará,PA RIO DO PEIXE
degradacao,"12","2023",Sentinel-2,MA,0.07,Rosário,PA TINGIDOR
degradacao,"12","2023",Sentinel-2,PA,0.07,Óbidos,PA CRUZEIRÃO
degradacao,"12","2023",Sentinel-2,PA,0.07,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PA PLACAS
degradacao,"12","2023",Sentinel-2,PA,0.07,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.07,Mojuí dos Campos,PDS RENASCER II
degradacao,"12","2023",Sentinel-2,PA,0.07,São Sebastião da Boa Vista,PAE COMUNIDADE CENTRAL
degradacao,"12","2023",Sentinel-2,PA,0.07,Paragominas,PA LUIZ INÁCIO
degradacao,"12","2023",Sentinel-2,MA,0.07,Centro Novo do Maranhão,PA NADIR / SÃO VICENTE / COLONE
degradacao,"12","2023",Sentinel-2,MT,0.06,Novo Santo Antônio,PA SANTO ANTONIO DA MATA AZUL
degradacao,"12","2023",Sentinel-2,PA,0.07,Placas,PDS ÁGUA PRETA
degradacao,"12","2023",Sentinel-2,PA,0.06,Mojuí dos Campos,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.06,Mojuí dos Campos,PDS RENASCER II
degradacao,"12","2023",Sentinel-2,PA,0.06,Porto de Moz,PDS HORIZONTE NOVO
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Paragominas,PA NOVA VIDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS ÁGUA PRETA
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Uruará,PAC SÃO SEBASTIÃO DO TUTUÍ
degradacao,"12","2023",Sentinel-2,PA,0.06,Uruará,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.05,Uruará,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Viseu,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.06,Paragominas,PA LUIZ INÁCIO
degradacao,"12","2023",Sentinel-2,PA,0.06,Pacajá,PA RIO BANDEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,Paragominas,PA LUIZ INÁCIO
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS ÁGUA PRETA
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS AVELINO RIBEIRO
degradacao,"12","2023",Sentinel-2,PA,0.06,Paragominas,PA LUIZ INÁCIO
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.06,São Sebastião da Boa Vista,PAE COMUNIDADE CENTRAL
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.05,Uruará,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.01,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Viseu,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Paragominas,PA LUIZ INÁCIO
degradacao,"12","2023",Sentinel-2,AP,0.06,Porto Grande,PA MANOEL JACINTO
degradacao,"12","2023",Sentinel-2,PA,0.06,Nova Esperança do Piriá,PA ARAPUA SIMEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Monte Alegre,PDS PARAÍSO
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Gurupá,PROJETO DE ASSENTAMENTO AGROEXTRATIVISTA ILHA DE ARUAS
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Mojuí dos Campos,PDS RENASCER II
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.06,Viseu,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,Uruará,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.06,Mojuí dos Campos,PDS RENASCER II
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.06,Uruará,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Mojuí dos Campos,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.06,Nova Esperança do Piriá,PA CIDAPAR 2ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PDS RENASCER II
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,MA,0.06,Itinga do Maranhão,PA OZIEL II
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,MA,0.06,Centro Novo do Maranhão,PA NADIR / SÃO VICENTE / COLONE
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,MA,0.06,Centro Novo do Maranhão,PA ITAMATARÉ / COLONE
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Paragominas,PA NOVA VIDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS AVELINO RIBEIRO
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Uruará,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Uruará,PA RIO TRAIRÃO
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Uruará,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.06,Paragominas,PA LUIZ INÁCIO
degradacao,"12","2023",Sentinel-2,PA,0.06,Juruti,PEAEX CURUMUCURI
degradacao,"12","2023",Sentinel-2,PA,0.04,Uruará,PA TUTUÍ NORTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,Paragominas,PA ARAPUA SIMEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,Paragominas,PA LUIZ INÁCIO
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS ARTHUR FALEIRO
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Uruará,PAC SÃO SEBASTIÃO DO TUTUÍ
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,São Sebastião da Boa Vista,PAE COMUNIDADE CENTRAL
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Mojuí dos Campos,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,AM,0.06,Parintins,PA VILA AMAZÔNIA
degradacao,"12","2023",Sentinel-2,PA,0.02,Uruará,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.06,Mojuí dos Campos,PAC BOM SOSSEGO
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS AVELINO RIBEIRO
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS ÁGUA PRETA
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS AVELINO RIBEIRO
degradacao,"12","2023",Sentinel-2,PA,0.06,Juruti,PEAEX CURUMUCURI
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Mojuí dos Campos,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.06,Uruará,PA RIO TRAIRÃO
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.06,Juruti,PAE JURUTI VELHO
degradacao,"12","2023",Sentinel-2,PA,0.06,Uruará,PDS IRMÃ DOROTHY
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Juruti,PEAEX CURUMUCURI
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Mojuí dos Campos,PDS RENASCER II
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.06,Paragominas,PA LUIZ INÁCIO
degradacao,"12","2023",Sentinel-2,PA,0.06,Mojuí dos Campos,PAC BOM SOSSEGO
degradacao,"12","2023",Sentinel-2,PA,0.06,Mojuí dos Campos,PDS RENASCER II
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,Paragominas,PA ARAPUA SIMEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA MOJU I E II
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.06,Cachoeira do Piriá,PA CIDAPAR 1ª PARTE
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PDS CASTANHEIRA
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA ALTO PARÁ
degradacao,"12","2023",Sentinel-2,PA,0.06,Monte Alegre,PA CAMPOS DO POPÓ
degradacao,"12","2023",Sentinel-2,PA,0.06,Santarém,PA CORTA CORDA
degradacao,"12","2023",Sentinel-2,PA,0.06,Placas,PA MOJU I E II
