ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2
degradacao,"3","2016",Modis,RR,0.11
degradacao,"3","2016",Modis,RR,0.11
degradacao,"3","2016",Modis,RR,6.41
degradacao,"3","2016",Modis,RR,0.27
degradacao,"6","2016",Modis,RR,12.35
degradacao,"6","2016",Modis,RR,79.64
degradacao,"3","2016",Modis,RR,3.33
degradacao,"3","2016",Modis,RR,20.37
degradacao,"3","2016",Modis,RR,0.10
degradacao,"3","2016",Modis,RR,13.63
degradacao,"3","2016",Modis,RR,0.27
degradacao,"3","2019",Sentinel-1-2,RR,0.01
degradacao,"3","2019",Sentinel-1-2,RR,0.01
degradacao,"3","2019",Sentinel-1-2,RR,0.02
degradacao,"3","2019",Sentinel-1-2,RR,0.02
degradacao,"3","2019",Sentinel-1-2,RR,0.02
degradacao,"3","2019",Sentinel-1-2,RR,0.04
degradacao,"3","2018",Sentinel-1-2,RR,2.24
degradacao,"10","2019",Sentinel-1-2,PA,0.02
degradacao,"9","2018",Sentinel-1-2,RR,0.10
degradacao,"2","2020",Sentinel-1-2,RR,0.02
degradacao,"3","2010",Modis,PA,20.65
degradacao,"3","2010",Modis,PA,17.48
degradacao,"6","2010",Modis,PA,1.29
degradacao,"7","2010",Modis,PA,0.05
degradacao,"12","2013",Modis,PA,0.32
degradacao,"8","2020",Sentinel-1-2,PA,0.23
degradacao,"10","2019",Sentinel-1-2,PA,0.19
degradacao,"8","2010",Modis,PA,1.88
degradacao,"8","2010",Modis,PA,0.14
degradacao,"8","2010",Modis,PA,1.62
degradacao,"8","2010",Modis,PA,0.16
degradacao,"8","2010",Modis,PA,0.34
degradacao,"8","2010",Modis,PA,1.06
degradacao,"8","2010",Modis,PA,0.19
degradacao,"8","2010",Modis,PA,0.37
degradacao,"10","2017",Sentinel-1-2,PA,4.72
degradacao,"9","2017",Sentinel-1-2,PA,0.38
degradacao,"9","2017",Sentinel-1-2,PA,6.22
degradacao,"9","2015",Modis,PA,0.12
degradacao,"9","2015",Modis,PA,0.68
degradacao,"9","2015",Modis,PA,0.49
degradacao,"9","2017",Sentinel-1-2,PA,0.29
degradacao,"12","2020",Sentinel-1-2,PA,0.04
degradacao,"12","2020",Sentinel-1-2,PA,0.04
degradacao,"3","2020",Sentinel-1-2,PA,0.02
degradacao,"12","2020",Sentinel-1-2,PA,0.03
degradacao,"12","2020",Sentinel-1-2,PA,0.05
degradacao,"12","2020",Sentinel-1-2,PA,0.04
degradacao,"7","2009",Modis,PA,0.61
degradacao,"7","2016",Modis,RR,102.10
degradacao,"5","2020",Sentinel-1-2,RR,0.01
degradacao,"5","2020",Sentinel-1-2,RR,0.11
degradacao,"9","2018",Sentinel-1-2,RR,0.11
degradacao,"3","2020",Sentinel-1-2,RR,0.03
degradacao,"9","2019",Sentinel-1-2,AC,0.02
degradacao,"9","2019",Sentinel-1-2,AC,0.04
degradacao,"7","2019",Sentinel-1-2,AC,0.02
degradacao,"7","2019",Sentinel-1-2,AC,0.08
degradacao,"8","2019",Sentinel-1-2,AC,0.70
degradacao,"8","2019",Sentinel-1-2,AC,0.30
degradacao,"9","2019",Sentinel-1-2,AC,0.03
degradacao,"12","2020",Sentinel-1-2,PA,0.05
degradacao,"6","2019",Sentinel-1-2,RR,0.17
degradacao,"6","2019",Sentinel-1-2,RR,0.15
degradacao,"6","2019",Sentinel-1-2,RR,0.02
degradacao,"6","2019",Sentinel-1-2,RR,0.18
degradacao,"6","2019",Sentinel-1-2,RR,0.21
degradacao,"6","2019",Sentinel-1-2,RR,0.20
degradacao,"6","2019",Sentinel-1-2,RR,0.04
degradacao,"3","2019",Sentinel-1-2,RR,0.02
degradacao,"3","2019",Sentinel-1-2,RR,0.01
degradacao,"3","2019",Sentinel-1-2,RR,0.02
degradacao,"12","2020",Sentinel-1-2,PA,0.02
degradacao,"10","2019",Sentinel-1-2,PA,0.05
degradacao,"9","2018",Sentinel-1-2,PA,0.05
degradacao,"10","2020",Sentinel-1-2,PA,0.03
degradacao,"11","2018",Sentinel-1-2,PA,0.03
degradacao,"11","2018",Sentinel-1-2,PA,0.03
degradacao,"9","2019",Sentinel-1-2,PA,1.85
degradacao,"9","2019",Sentinel-1-2,PA,0.11
degradacao,"10","2019",Sentinel-1-2,PA,6.75
degradacao,"10","2019",Sentinel-1-2,PA,2.97
degradacao,"6","2010",Modis,PA,0.24
degradacao,"11","2020",Sentinel-1-2,AC,5.52
degradacao,"9","2020",Sentinel-1-2,AC,0.03
degradacao,"9","2020",Sentinel-1-2,AC,0.13
degradacao,"9","2019",Sentinel-1-2,RO,0.10
degradacao,"9","2019",Sentinel-1-2,RO,0.12
degradacao,"12","2019",Sentinel-1-2,RO,0.01
degradacao,"9","2019",Sentinel-1-2,RO,0.33
degradacao,"9","2019",Sentinel-1-2,RO,0.12
degradacao,"9","2019",Sentinel-1-2,RO,0.10
degradacao,"9","2019",Sentinel-1-2,RO,0.05
degradacao,"9","2019",Sentinel-1-2,RO,0.06
degradacao,"10","2020",Sentinel-1-2,RO,0.07
degradacao,"9","2019",Sentinel-1-2,RO,0.01
degradacao,"9","2019",Sentinel-1-2,RO,0.29
degradacao,"9","2019",Sentinel-1-2,RO,0.06
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2019",Sentinel-1-2,RO,0.03
degradacao,"9","2019",Sentinel-1-2,RO,0.03
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2019",Sentinel-1-2,RO,0.04
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2019",Sentinel-1-2,RO,0.01
degradacao,"8","2019",Sentinel-1-2,RO,0.28
degradacao,"8","2019",Sentinel-1-2,RO,0.07
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2019",Sentinel-1-2,RO,0.20
degradacao,"5","2016",Modis,PA,1.30
degradacao,"5","2016",Modis,PA,1.27
degradacao,"10","2008",Modis,PA,1.65
degradacao,"5","2010",Modis,PA,0.48
degradacao,"5","2010",Modis,PA,0.37
degradacao,"5","2010",Modis,PA,0.75
degradacao,"5","2016",Modis,PA,16.67
degradacao,"10","2008",Modis,PA,1.13
degradacao,"10","2019",Sentinel-1-2,PA,0.04
degradacao,"10","2010",Modis,AC,0.17
degradacao,"10","2010",Modis,AC,0.60
degradacao,"10","2010",Modis,AC,1.01
degradacao,"8","2020",Sentinel-1-2,PA,0.03
degradacao,"6","2016",Modis,PA,18.85
degradacao,"6","2016",Modis,PA,0.11
degradacao,"9","2018",Sentinel-1-2,PA,0.01
degradacao,"9","2018",Sentinel-1-2,PA,0.19
degradacao,"9","2018",Sentinel-1-2,PA,0.03
degradacao,"9","2018",Sentinel-1-2,PA,0.02
degradacao,"9","2018",Sentinel-1-2,PA,0.03
degradacao,"6","2016",Modis,PA,5.21
degradacao,"12","2020",Sentinel-1-2,PA,0.03
degradacao,"6","2016",Modis,PA,4.73
degradacao,"11","2020",Sentinel-1-2,PA,0.02
degradacao,"9","2018",Sentinel-1-2,PA,0.06
degradacao,"11","2019",Sentinel-1-2,PA,0.01
degradacao,"12","2019",Sentinel-1-2,PA,0.02
degradacao,"10","2019",Sentinel-1-2,PA,0.03
degradacao,"10","2019",Sentinel-1-2,PA,0.08
degradacao,"11","2020",Sentinel-1-2,PA,0.02
degradacao,"11","2020",Sentinel-1-2,PA,0.07
degradacao,"8","2010",Modis,RO,0.44
degradacao,"3","2012",Modis,MT,0.05
degradacao,"10","2014",Modis,MT,0.19
degradacao,"10","2014",Modis,MT,8.88
degradacao,"12","2011",Modis,MT,7.78
degradacao,"2","2012",Modis,MT,2.04
degradacao,"5","2012",Modis,MT,14.22
degradacao,"5","2012",Modis,MT,0.05
degradacao,"8","2015",Modis,MT,3.23
degradacao,"12","2020",Sentinel-1-2,MT,0.21
degradacao,"12","2020",Sentinel-1-2,MT,0.12
degradacao,"12","2020",Sentinel-1-2,MT,0.74
degradacao,"3","2012",Modis,MT,6.66
degradacao,"12","2010",Modis,RO,0.18
degradacao,"5","2011",Modis,RO,0.92
degradacao,"10","2014",Modis,RO,0.11
degradacao,"9","2014",Modis,RO,4.02
degradacao,"12","2010",Modis,AM,0.48
degradacao,"5","2011",Modis,AM,0.16
degradacao,"9","2018",Sentinel-1-2,AM,0.02
degradacao,"11","2019",Sentinel-1-2,AP,1.92
degradacao,"7","2019",Sentinel-1-2,RR,0.07
degradacao,"7","2009",Modis,PA,0.46
degradacao,"7","2019",Sentinel-1-2,PA,2.24
degradacao,"10","2010",Modis,AC,4.47
degradacao,"10","2010",Modis,AC,0.97
degradacao,"7","2016",Modis,RR,2.92
degradacao,"7","2016",Modis,RR,0.42
degradacao,"1","2020",Sentinel-1-2,RR,0.10
degradacao,"3","2020",Sentinel-1-2,RR,0.22
degradacao,"1","2020",Sentinel-1-2,RR,0.41
degradacao,"3","2020",Sentinel-1-2,RR,0.03
degradacao,"3","2020",Sentinel-1-2,RR,0.02
degradacao,"6","2016",Modis,RR,0.32
degradacao,"9","2018",Sentinel-1-2,RR,0.02
degradacao,"9","2018",Sentinel-1-2,RR,0.12
degradacao,"11","2020",Sentinel-1-2,PA,0.23
degradacao,"6","2011",Modis,RO,0.71
degradacao,"6","2011",Modis,RO,0.30
degradacao,"6","2011",Modis,RO,0.31
degradacao,"2","2011",Modis,RO,1.77
degradacao,"10","2020",Sentinel-1-2,RO,0.01
degradacao,"9","2020",Sentinel-1-2,RO,0.03
degradacao,"10","2020",Sentinel-1-2,RO,0.02
degradacao,"10","2020",Sentinel-1-2,RO,0.04
degradacao,"10","2020",Sentinel-1-2,RO,0.05
degradacao,"9","2020",Sentinel-1-2,RO,0.04
degradacao,"9","2020",Sentinel-1-2,RO,0.03
degradacao,"9","2020",Sentinel-1-2,RO,0.07
degradacao,"9","2020",Sentinel-1-2,RO,0.05
degradacao,"9","2020",Sentinel-1-2,RO,0.07
degradacao,"9","2020",Sentinel-1-2,RO,0.01
degradacao,"9","2019",Sentinel-1-2,RO,0.03
degradacao,"8","2019",Sentinel-1-2,RO,2.71
degradacao,"9","2019",Sentinel-1-2,RO,0.09
degradacao,"8","2016",Modis,RO,3.87
degradacao,"10","2020",Sentinel-1-2,RO,0.05
degradacao,"10","2020",Sentinel-1-2,RO,0.01
degradacao,"10","2020",Sentinel-1-2,RO,0.14
degradacao,"10","2020",Sentinel-1-2,RO,0.06
degradacao,"10","2020",Sentinel-1-2,RO,0.15
degradacao,"10","2020",Sentinel-1-2,RO,0.02
degradacao,"10","2020",Sentinel-1-2,RO,0.07
degradacao,"11","2019",Sentinel-1-2,RO,0.03
degradacao,"11","2019",Sentinel-1-2,RO,0.07
degradacao,"9","2019",Sentinel-1-2,RO,0.27
degradacao,"9","2019",Sentinel-1-2,RO,0.03
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2020",Sentinel-1-2,RO,0.02
degradacao,"9","2020",Sentinel-1-2,RO,0.18
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2019",Sentinel-1-2,RO,0.16
degradacao,"9","2019",Sentinel-1-2,RO,0.01
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2019",Sentinel-1-2,RO,0.29
degradacao,"9","2019",Sentinel-1-2,RO,0.14
degradacao,"9","2019",Sentinel-1-2,RO,0.03
degradacao,"9","2019",Sentinel-1-2,RO,0.04
degradacao,"9","2019",Sentinel-1-2,RO,0.04
degradacao,"9","2019",Sentinel-1-2,RO,0.04
degradacao,"9","2019",Sentinel-1-2,RO,0.03
degradacao,"9","2019",Sentinel-1-2,RO,0.10
degradacao,"9","2019",Sentinel-1-2,RO,0.14
degradacao,"7","2009",Modis,RO,0.30
degradacao,"9","2019",Sentinel-1-2,RO,0.03
degradacao,"8","2019",Sentinel-1-2,RO,0.20
degradacao,"8","2019",Sentinel-1-2,RO,1.14
degradacao,"8","2019",Sentinel-1-2,RO,0.06
degradacao,"8","2019",Sentinel-1-2,RO,0.34
degradacao,"8","2019",Sentinel-1-2,RO,0.26
degradacao,"9","2019",Sentinel-1-2,RO,0.09
degradacao,"9","2019",Sentinel-1-2,RO,0.01
degradacao,"9","2020",Sentinel-1-2,RO,0.07
degradacao,"9","2020",Sentinel-1-2,RO,0.02
degradacao,"9","2019",Sentinel-1-2,RO,0.01
degradacao,"9","2019",Sentinel-1-2,RO,0.15
degradacao,"9","2019",Sentinel-1-2,RO,0.01
degradacao,"9","2019",Sentinel-1-2,RO,0.03
degradacao,"9","2019",Sentinel-1-2,RO,0.01
degradacao,"9","2019",Sentinel-1-2,RO,0.01
degradacao,"9","2019",Sentinel-1-2,RO,0.03
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2019",Sentinel-1-2,RO,0.11
degradacao,"9","2019",Sentinel-1-2,RO,0.16
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"9","2020",Sentinel-1-2,RO,0.02
degradacao,"9","2020",Sentinel-1-2,RO,0.04
degradacao,"4","2020",Sentinel-1-2,RO,0.03
degradacao,"4","2020",Sentinel-1-2,RO,0.05
degradacao,"9","2019",Sentinel-1-2,RO,0.02
degradacao,"12","2010",Modis,RO,0.10
degradacao,"8","2010",Modis,RO,0.14
degradacao,"6","2016",Modis,RR,59.80
degradacao,"6","2016",Modis,RR,1.42
degradacao,"6","2016",Modis,RR,4.45
degradacao,"6","2016",Modis,RR,3.04
degradacao,"6","2016",Modis,RR,11.26
degradacao,"3","2018",Sentinel-1-2,RR,1.84
degradacao,"3","2018",Sentinel-1-2,RR,0.18
degradacao,"3","2018",Sentinel-1-2,RR,5.51
degradacao,"3","2018",Sentinel-1-2,RR,0.56
degradacao,"3","2013",Modis,RR,2.14
degradacao,"3","2013",Modis,RR,1.87
degradacao,"6","2019",Sentinel-1-2,RR,0.01
degradacao,"3","2019",Sentinel-1-2,RR,0.03
degradacao,"3","2019",Sentinel-1-2,RR,0.02
degradacao,"6","2019",Sentinel-1-2,RR,0.09
degradacao,"6","2019",Sentinel-1-2,RR,0.04
degradacao,"6","2019",Sentinel-1-2,RR,0.11
degradacao,"3","2019",Sentinel-1-2,RR,0.02
degradacao,"3","2019",Sentinel-1-2,RR,0.02
degradacao,"3","2019",Sentinel-1-2,RR,0.37
degradacao,"4","2019",Sentinel-1-2,RR,0.05
degradacao,"4","2019",Sentinel-1-2,RR,0.12
degradacao,"4","2019",Sentinel-1-2,RR,0.06
degradacao,"4","2019",Sentinel-1-2,RR,0.04
degradacao,"4","2019",Sentinel-1-2,RR,0.13
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.04
degradacao,"4","2019",Sentinel-1-2,RR,0.07
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.04
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.14
degradacao,"4","2019",Sentinel-1-2,RR,0.09
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.18
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.18
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.14
degradacao,"4","2019",Sentinel-1-2,RR,0.19
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.04
degradacao,"4","2019",Sentinel-1-2,RR,0.06
degradacao,"4","2019",Sentinel-1-2,RR,0.04
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.14
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.04
degradacao,"4","2019",Sentinel-1-2,RR,0.99
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.04
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.08
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.07
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.06
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.09
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.21
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.18
degradacao,"4","2019",Sentinel-1-2,RR,0.11
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.19
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.09
degradacao,"4","2019",Sentinel-1-2,RR,0.36
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.37
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.25
degradacao,"4","2019",Sentinel-1-2,RR,0.20
degradacao,"4","2019",Sentinel-1-2,RR,0.12
degradacao,"4","2019",Sentinel-1-2,RR,0.08
degradacao,"4","2019",Sentinel-1-2,RR,0.01
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.08
degradacao,"4","2019",Sentinel-1-2,RR,0.33
degradacao,"4","2019",Sentinel-1-2,RR,0.13
degradacao,"4","2019",Sentinel-1-2,RR,0.17
degradacao,"4","2019",Sentinel-1-2,RR,0.23
degradacao,"4","2019",Sentinel-1-2,RR,0.39
degradacao,"4","2019",Sentinel-1-2,RR,0.04
degradacao,"4","2019",Sentinel-1-2,RR,0.15
degradacao,"4","2019",Sentinel-1-2,RR,0.07
degradacao,"4","2019",Sentinel-1-2,RR,0.31
degradacao,"4","2019",Sentinel-1-2,RR,0.52
degradacao,"4","2019",Sentinel-1-2,RR,0.07
degradacao,"4","2019",Sentinel-1-2,RR,0.22
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.08
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.09
degradacao,"4","2019",Sentinel-1-2,RR,0.02
degradacao,"4","2019",Sentinel-1-2,RR,0.06
degradacao,"4","2019",Sentinel-1-2,RR,0.06
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.24
degradacao,"8","2010",Modis,RO,1.12
degradacao,"8","2010",Modis,RO,0.53
degradacao,"8","2010",Modis,RO,1.66
degradacao,"8","2010",Modis,RO,0.77
degradacao,"8","2010",Modis,RO,0.42
degradacao,"12","2010",Modis,RO,0.16
degradacao,"1","2011",Modis,RO,0.73
degradacao,"1","2011",Modis,RO,0.36
degradacao,"1","2011",Modis,RO,0.16
degradacao,"1","2011",Modis,RO,0.04
degradacao,"9","2015",Modis,PA,1.84
degradacao,"7","2009",Modis,MT,1.56
degradacao,"2","2012",Modis,MT,0.66
degradacao,"2","2012",Modis,MT,0.54
degradacao,"2","2012",Modis,MT,0.48
degradacao,"2","2012",Modis,MT,1.04
degradacao,"9","2019",Sentinel-1-2,MT,0.04
degradacao,"9","2019",Sentinel-1-2,MT,0.02
degradacao,"9","2019",Sentinel-1-2,MT,0.02
degradacao,"9","2019",Sentinel-1-2,MT,0.02
degradacao,"9","2019",Sentinel-1-2,MT,0.03
degradacao,"9","2019",Sentinel-1-2,MT,0.01
degradacao,"11","2020",Sentinel-1-2,PA,0.03
degradacao,"12","2013",Modis,AC,0.11
degradacao,"1","2019",Sentinel-1-2,AC,0.02
degradacao,"9","2019",Sentinel-1-2,AC,0.14
degradacao,"11","2019",Sentinel-1-2,AC,0.02
degradacao,"9","2019",Sentinel-1-2,AC,0.03
degradacao,"7","2019",Sentinel-1-2,AC,0.02
degradacao,"7","2019",Sentinel-1-2,AC,0.08
degradacao,"7","2019",Sentinel-1-2,AC,0.21
degradacao,"7","2019",Sentinel-1-2,AC,0.03
degradacao,"7","2019",Sentinel-1-2,AC,0.02
degradacao,"10","2016",Modis,AC,0.69
degradacao,"9","2020",Sentinel-1-2,AC,0.11
degradacao,"5","2020",Sentinel-1-2,AC,0.03
degradacao,"5","2020",Sentinel-1-2,AC,0.04
degradacao,"5","2020",Sentinel-1-2,AC,0.03
degradacao,"8","2020",Sentinel-1-2,AC,0.11
degradacao,"8","2020",Sentinel-1-2,AC,0.07
degradacao,"7","2019",Sentinel-1-2,AC,0.02
degradacao,"7","2019",Sentinel-1-2,AC,0.05
degradacao,"10","2014",Modis,MT,11.48
degradacao,"2","2015",Modis,MT,0.24
degradacao,"1","2011",Modis,MT,0.20
degradacao,"1","2011",Modis,MT,0.25
degradacao,"1","2011",Modis,MT,0.30
degradacao,"8","2010",Modis,MT,0.21
degradacao,"8","2010",Modis,MT,0.11
degradacao,"8","2010",Modis,MT,0.14
degradacao,"8","2010",Modis,MT,0.17
degradacao,"8","2010",Modis,MT,0.20
degradacao,"8","2010",Modis,MT,0.38
degradacao,"8","2010",Modis,MT,0.15
degradacao,"10","2020",Sentinel-1-2,MT,0.02
degradacao,"10","2018",Sentinel-1-2,MT,1.32
degradacao,"5","2010",Modis,PA,0.22
degradacao,"7","2010",Modis,PA,0.88
degradacao,"7","2010",Modis,PA,0.91
degradacao,"11","2020",Sentinel-1-2,PA,0.03
degradacao,"11","2020",Sentinel-1-2,PA,0.06
degradacao,"5","2010",Modis,PA,0.95
degradacao,"6","2010",Modis,PA,3.68
degradacao,"5","2010",Modis,PA,0.97
degradacao,"7","2010",Modis,PA,0.04
degradacao,"7","2010",Modis,PA,0.11
degradacao,"6","2010",Modis,PA,0.22
degradacao,"6","2010",Modis,PA,0.53
degradacao,"6","2010",Modis,PA,1.52
degradacao,"7","2010",Modis,PA,0.63
degradacao,"5","2010",Modis,PA,0.37
degradacao,"5","2010",Modis,PA,0.34
degradacao,"5","2010",Modis,PA,0.12
degradacao,"5","2010",Modis,PA,0.42
degradacao,"6","2010",Modis,PA,0.31
degradacao,"5","2013",Modis,PA,0.73
degradacao,"3","2016",Modis,RR,6.22
degradacao,"4","2019",Sentinel-1-2,RR,0.32
degradacao,"4","2019",Sentinel-1-2,RR,0.03
degradacao,"4","2019",Sentinel-1-2,RR,0.09
degradacao,"4","2019",Sentinel-1-2,RR,0.18
degradacao,"4","2019",Sentinel-1-2,RR,0.24
degradacao,"6","2016",Modis,PA,10.64
degradacao,"8","2011",Modis,MT,0.17
degradacao,"8","2011",Modis,MT,0.19
degradacao,"8","2011",Modis,MT,0.17
degradacao,"8","2011",Modis,MT,0.22
degradacao,"8","2011",Modis,MT,0.18
degradacao,"8","2011",Modis,MT,0.11
degradacao,"8","2011",Modis,MT,0.12
degradacao,"8","2011",Modis,MT,0.31
degradacao,"8","2011",Modis,MT,0.18
degradacao,"8","2010",Modis,MT,0.23
degradacao,"8","2010",Modis,MT,0.23
degradacao,"8","2010",Modis,MT,0.53
degradacao,"8","2010",Modis,MT,0.27
degradacao,"8","2010",Modis,MT,0.16
degradacao,"8","2010",Modis,MT,1.45
degradacao,"8","2010",Modis,MT,0.43
degradacao,"8","2010",Modis,MT,0.73
degradacao,"8","2010",Modis,MT,0.21
degradacao,"8","2010",Modis,MT,0.15
degradacao,"8","2010",Modis,MT,0.14
degradacao,"8","2010",Modis,MT,0.44
degradacao,"8","2010",Modis,MT,0.20
degradacao,"8","2010",Modis,MT,0.20
degradacao,"8","2010",Modis,MT,0.12
degradacao,"8","2010",Modis,MT,0.47
degradacao,"8","2010",Modis,MT,0.15
degradacao,"8","2010",Modis,MT,0.56
degradacao,"8","2010",Modis,MT,0.29
degradacao,"8","2010",Modis,MT,0.11
degradacao,"8","2010",Modis,MT,0.39
degradacao,"8","2010",Modis,MT,0.61
degradacao,"7","2020",Sentinel-1-2,MT,0.40
degradacao,"8","2010",Modis,MT,0.20
degradacao,"8","2010",Modis,MT,0.21
degradacao,"8","2010",Modis,MT,0.16
degradacao,"8","2010",Modis,MT,0.53
degradacao,"8","2010",Modis,MT,0.31
degradacao,"12","2019",Sentinel-1-2,MT,0.06
degradacao,"9","2019",Sentinel-1-2,MT,0.02
degradacao,"9","2019",Sentinel-1-2,MT,0.12
degradacao,"3","2011",Modis,MT,0.49
degradacao,"8","2011",Modis,MT,0.26
degradacao,"8","2010",Modis,MT,0.27
degradacao,"8","2010",Modis,MT,0.33
degradacao,"8","2010",Modis,MT,0.16
degradacao,"8","2010",Modis,MT,1.13
degradacao,"8","2010",Modis,MT,0.66
degradacao,"8","2010",Modis,MT,0.19
degradacao,"8","2010",Modis,MT,0.26
degradacao,"8","2010",Modis,MT,0.23
