ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,TI
degradacao,9,2019,Sentinel-1-2,MT,0.25,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.04,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.03,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.03,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.05,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.02,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.02,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.04,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.01,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.04,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.01,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.01,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.03,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.01,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.06,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.06,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.02,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.02,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.03,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.01,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.01,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.01,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.04,Alto Boa Vista,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.03,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.06,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,1.85,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.04,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.01,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.07,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.02,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.02,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2020,Sentinel-1-2,MT,0.04,São Félix do Araguaia,TI Marãiwatsédé
degradacao,8,2014,Modis,MT,0.55,São Félix do Araguaia,TI Marãiwatsédé
degradacao,8,2014,Modis,MT,0.22,São Félix do Araguaia,TI Marãiwatsédé
degradacao,8,2014,Modis,MT,0.53,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.07,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2020,Sentinel-1-2,MT,0.35,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2020,Sentinel-1-2,MT,0.02,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2020,Sentinel-1-2,MT,0.02,São Félix do Araguaia,TI Marãiwatsédé
degradacao,2,2009,Modis,MT,0.60,São Félix do Araguaia,TI Marãiwatsédé
degradacao,5,2009,Modis,MT,1.40,São Félix do Araguaia,TI Marãiwatsédé
degradacao,5,2009,Modis,MT,0.47,São Félix do Araguaia,TI Marãiwatsédé
degradacao,1,2009,Modis,MT,1.36,São Félix do Araguaia,TI Marãiwatsédé
degradacao,7,2015,Modis,MT,0.18,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2010,Modis,MT,0.35,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2016,Modis,MT,0.13,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2016,Modis,MT,5.06,São Félix do Araguaia,TI Marãiwatsédé
degradacao,11,2015,Modis,MT,0.29,São Félix do Araguaia,TI Marãiwatsédé
degradacao,11,2015,Modis,MT,0.33,São Félix do Araguaia,TI Marãiwatsédé
degradacao,1,2009,Modis,MT,2.56,São Félix do Araguaia,TI Marãiwatsédé
degradacao,5,2009,Modis,MT,0.94,São Félix do Araguaia,TI Marãiwatsédé
degradacao,5,2009,Modis,MT,0.18,São Félix do Araguaia,TI Marãiwatsédé
degradacao,7,2009,Modis,MT,1.06,São Félix do Araguaia,TI Marãiwatsédé
degradacao,6,2010,Modis,MT,0.21,Bom Jesus do Araguaia,TI Marãiwatsédé
degradacao,6,2010,Modis,MT,0.14,Bom Jesus do Araguaia,TI Marãiwatsédé
degradacao,6,2010,Modis,MT,0.01,Alto Boa Vista,TI Marãiwatsédé
degradacao,6,2010,Modis,MT,1.10,Bom Jesus do Araguaia,TI Marãiwatsédé
degradacao,7,2010,Modis,MT,0.30,Bom Jesus do Araguaia,TI Marãiwatsédé
degradacao,7,2013,Modis,MT,0.26,Alto Boa Vista,TI Marãiwatsédé
degradacao,7,2013,Modis,MT,0.36,Bom Jesus do Araguaia,TI Marãiwatsédé
degradacao,7,2013,Modis,MT,0.11,Bom Jesus do Araguaia,TI Marãiwatsédé
degradacao,8,2017,Sentinel-1-2,MT,0.11,Bom Jesus do Araguaia,TI Marãiwatsédé
degradacao,8,2017,Sentinel-1-2,MT,0.30,Bom Jesus do Araguaia,TI Marãiwatsédé
degradacao,7,2013,Modis,MT,0.26,Bom Jesus do Araguaia,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.08,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.08,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.02,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.04,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.05,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.03,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.07,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.03,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.10,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.04,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.01,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.02,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.05,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.59,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.33,Alto Boa Vista,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.04,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.01,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.03,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.02,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.02,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.03,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.01,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.01,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.18,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,1.56,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.02,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.03,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.01,São Félix do Araguaia,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.03,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.05,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.02,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.04,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.03,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.02,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.03,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.04,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.06,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.09,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.05,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.58,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.01,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.02,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.03,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.01,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.07,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.01,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.01,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.06,São Félix do Araguaia,TI Marãiwatsédé
degradacao,8,2019,Sentinel-1-2,MT,1.18,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.01,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.01,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.11,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.10,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.01,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.10,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,1.04,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.03,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.08,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.03,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.04,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.18,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.03,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.02,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.09,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.02,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.02,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.13,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.03,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.13,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.05,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.04,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.01,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.03,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.11,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.01,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.01,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2019,Sentinel-1-2,MT,0.01,Brasnorte,TI Manoki
degradacao,10,2019,Sentinel-1-2,MT,0.02,Brasnorte,TI Manoki
degradacao,10,2019,Sentinel-1-2,MT,0.05,Brasnorte,TI Manoki
degradacao,10,2019,Sentinel-1-2,MT,5.28,Brasnorte,TI Manoki
degradacao,10,2019,Sentinel-1-2,MT,0.15,Brasnorte,TI Manoki
degradacao,10,2019,Sentinel-1-2,MT,0.02,Brasnorte,TI Manoki
degradacao,10,2019,Sentinel-1-2,MT,0.12,Brasnorte,TI Manoki
degradacao,10,2019,Sentinel-1-2,MT,0.01,Brasnorte,TI Manoki
degradacao,8,2011,Modis,MT,0.21,Brasnorte,TI Manoki
degradacao,4,2011,Modis,MT,2.21,Brasnorte,TI Manoki
degradacao,4,2011,Modis,MT,0.38,Brasnorte,TI Manoki
degradacao,10,2017,Sentinel-1-2,MT,1.11,Brasnorte,TI Manoki
degradacao,5,2010,Modis,MT,0.56,Brasnorte,TI Manoki
degradacao,4,2011,Modis,MT,0.22,Brasnorte,TI Manoki
degradacao,4,2011,Modis,MT,0.15,Brasnorte,TI Manoki
degradacao,5,2009,Modis,MT,0.75,Brasnorte,TI Manoki
degradacao,5,2009,Modis,MT,0.65,Brasnorte,TI Manoki
degradacao,5,2009,Modis,MT,0.16,Brasnorte,TI Manoki
degradacao,5,2009,Modis,MT,0.11,Brasnorte,TI Manoki
degradacao,9,2017,Sentinel-1-2,MT,15.49,Brasnorte,TI Manoki
degradacao,9,2017,Sentinel-1-2,MT,0.52,Brasnorte,TI Manoki
degradacao,5,2009,Modis,MT,1.52,Brasnorte,TI Manoki
degradacao,5,2009,Modis,MT,0.70,Brasnorte,TI Manoki
degradacao,12,2009,Modis,MT,0.54,Brasnorte,TI Manoki
degradacao,12,2009,Modis,MT,1.50,Brasnorte,TI Manoki
degradacao,9,2008,Modis,MT,1.57,Brasnorte,TI Manoki
degradacao,10,2009,Modis,MT,1.79,Brasnorte,TI Manoki
degradacao,5,2009,Modis,MT,0.23,Brasnorte,TI Manoki
degradacao,5,2009,Modis,MT,0.65,Brasnorte,TI Manoki
degradacao,6,2009,Modis,MT,0.70,Brasnorte,TI Manoki
degradacao,6,2009,Modis,MT,0.81,Brasnorte,TI Manoki
degradacao,12,2011,Modis,MT,2.54,Brasnorte,TI Manoki
degradacao,4,2014,Modis,MT,12.00,Brasnorte,TI Manoki
degradacao,4,2014,Modis,MT,12.49,Brasnorte,TI Manoki
degradacao,9,2014,Modis,MT,0.26,Brasnorte,TI Manoki
degradacao,11,2012,Modis,MT,0.19,Brasnorte,TI Manoki
degradacao,9,2011,Modis,MT,7.58,Brasnorte,TI Manoki
degradacao,5,2012,Modis,MT,10.08,Brasnorte,TI Manoki
degradacao,4,2012,Modis,MT,8.56,Brasnorte,TI Manoki
degradacao,10,2015,Modis,MT,0.66,Brasnorte,TI Manoki
degradacao,10,2015,Modis,MT,13.86,Brasnorte,TI Manoki
degradacao,10,2015,Modis,MT,11.34,Brasnorte,TI Manoki
degradacao,10,2015,Modis,MT,1.00,Brasnorte,TI Manoki
degradacao,9,2014,Modis,MT,0.91,Brasnorte,TI Manoki
degradacao,10,2015,Modis,MT,2.70,Brasnorte,TI Manoki
degradacao,9,2015,Modis,MT,0.45,Brasnorte,TI Manoki
degradacao,9,2016,Modis,MT,2.19,Brasnorte,TI Manoki
degradacao,9,2019,Sentinel-1-2,MT,0.05,Alto Boa Vista,TI Marãiwatsédé
degradacao,9,2019,Sentinel-1-2,MT,0.06,Serra Nova Dourada,TI Marãiwatsédé
degradacao,10,2015,Modis,MT,0.83,Brasnorte,TI Manoki
degradacao,10,2015,Modis,MT,0.21,Brasnorte,TI Manoki
degradacao,9,2017,Sentinel-1-2,MT,13.16,Brasnorte,TI Manoki
degradacao,9,2017,Sentinel-1-2,MT,0.19,Brasnorte,TI Manoki
degradacao,10,2019,Sentinel-1-2,MT,0.02,Serra Nova Dourada,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.03,São Félix do Araguaia,TI Marãiwatsédé
degradacao,10,2018,Sentinel-1-2,MT,0.75,São Félix do Araguaia,TI Marãiwatsédé
degradacao,12,2010,Modis,MT,0.11,Alto Boa Vista,TI Marãiwatsédé
degradacao,12,2010,Modis,MT,0.16,Serra Nova Dourada,TI Marãiwatsédé
degradacao,10,2020,Sentinel-1-2,MT,0.08,Alto Boa Vista,TI Marãiwatsédé
degradacao,10,2020,Sentinel-1-2,MT,0.05,Serra Nova Dourada,TI Marãiwatsédé
degradacao,10,2020,Sentinel-1-2,MT,0.01,Alto Boa Vista,TI Marãiwatsédé
degradacao,10,2020,Sentinel-1-2,MT,0.02,Serra Nova Dourada,TI Marãiwatsédé
degradacao,10,2020,Sentinel-1-2,PA,0.05,Bom Jesus do Tocantins,TI Mãe Maria
degradacao,10,2020,Sentinel-1-2,PA,0.03,Bom Jesus do Tocantins,TI Mãe Maria
degradacao,10,2020,Sentinel-1-2,PA,0.11,Bom Jesus do Tocantins,TI Mãe Maria
degradacao,11,2020,Sentinel-1-2,PA,0.03,Bom Jesus do Tocantins,TI Mãe Maria
degradacao,10,2020,Sentinel-1-2,PA,0.06,Bom Jesus do Tocantins,TI Mãe Maria
degradacao,10,2020,Sentinel-1-2,PA,0.03,Bom Jesus do Tocantins,TI Mãe Maria
degradacao,10,2020,Sentinel-1-2,PA,0.02,Marabá,TI Mãe Maria
degradacao,10,2020,Sentinel-1-2,PA,0.02,Bom Jesus do Tocantins,TI Mãe Maria
degradacao,10,2020,Sentinel-1-2,PA,0.14,Bom Jesus do Tocantins,TI Mãe Maria
degradacao,9,2016,Modis,RO,0.10,Porto Velho,TI Kaxarari
degradacao,9,2020,Sentinel-1-2,AM,1.48,Lábrea,TI Kaxarari
degradacao,9,2020,Sentinel-1-2,AM,0.31,Lábrea,TI Kaxarari
degradacao,9,2020,Sentinel-1-2,AM,0.01,Lábrea,TI Kaxarari
degradacao,11,2020,Sentinel-1-2,PA,0.02,Bom Jesus do Tocantins,TI Mãe Maria
degradacao,9,2016,Modis,RO,3.14,Porto Velho,TI Kaxarari
degradacao,9,2016,Modis,RO,1.89,Porto Velho,TI Kaxarari
degradacao,9,2019,Sentinel-1-2,MT,0.13,Juara,TI Apiaká-Kayabi
degradacao,10,2019,Sentinel-1-2,MT,0.40,Juara,TI Apiaká-Kayabi
degradacao,4,2011,Modis,MT,0.33,Juara,TI Apiaká-Kayabi
degradacao,4,2011,Modis,MT,0.27,Juara,TI Apiaká-Kayabi
degradacao,9,2020,Sentinel-1-2,AM,0.48,Lábrea,TI Kaxarari
degradacao,7,2017,Modis,AM,1.18,Lábrea,TI Kaxarari
degradacao,5,2016,Modis,RR,13.59,Caroebe,TI Trombetas/Mapuera
degradacao,10,2018,Sentinel-1-2,MT,1.81,Juara,TI Apiaká-Kayabi
degradacao,4,2011,Modis,MT,0.55,Juara,TI Apiaká-Kayabi
degradacao,4,2011,Modis,MT,1.75,Juara,TI Apiaká-Kayabi
degradacao,4,2011,Modis,MT,0.33,Juara,TI Apiaká-Kayabi
degradacao,4,2011,Modis,MT,0.16,Juara,TI Apiaká-Kayabi
degradacao,4,2011,Modis,MT,0.49,Juara,TI Apiaká-Kayabi
degradacao,4,2011,Modis,MT,2.78,Juara,TI Apiaká-Kayabi
degradacao,4,2011,Modis,MT,0.38,Juara,TI Apiaká-Kayabi
degradacao,4,2011,Modis,MT,0.22,Juara,TI Apiaká-Kayabi
degradacao,10,2010,Modis,MT,1.20,Juara,TI Apiaká-Kayabi
degradacao,4,2011,Modis,MT,0.27,Juara,TI Apiaká-Kayabi
degradacao,4,2011,Modis,MT,0.16,Juara,TI Apiaká-Kayabi
degradacao,4,2011,Modis,MT,0.16,Juara,TI Apiaká-Kayabi
degradacao,4,2011,Modis,MT,16.14,Juara,TI Apiaká-Kayabi
degradacao,10,2010,Modis,MT,0.22,Juara,TI Apiaká-Kayabi
degradacao,10,2010,Modis,MT,0.16,Juara,TI Apiaká-Kayabi
degradacao,10,2010,Modis,MT,1.15,Juara,TI Apiaká-Kayabi
degradacao,5,2009,Modis,MT,2.89,Juara,TI Apiaká-Kayabi
degradacao,5,2009,Modis,MT,0.60,Juara,TI Apiaká-Kayabi
degradacao,5,2009,Modis,MT,0.33,Juara,TI Apiaká-Kayabi
degradacao,9,2011,Modis,MT,1.69,Juara,TI Apiaká-Kayabi
degradacao,4,2011,Modis,MT,0.27,Juara,TI Apiaká-Kayabi
degradacao,7,2011,Modis,MT,1.36,Juara,TI Apiaká-Kayabi
degradacao,7,2011,Modis,MT,0.33,Juara,TI Apiaká-Kayabi
degradacao,10,2010,Modis,MT,0.15,Juara,TI Apiaká-Kayabi
degradacao,8,2013,Modis,MT,0.11,Juara,TI Apiaká-Kayabi
degradacao,9,2017,Sentinel-1-2,MT,22.66,Juara,TI Apiaká-Kayabi
degradacao,10,2017,Sentinel-1-2,MT,1.10,Juara,TI Apiaká-Kayabi
degradacao,10,2017,Sentinel-1-2,MT,2.77,Juara,TI Apiaká-Kayabi
degradacao,8,2013,Modis,MT,0.16,Juara,TI Apiaká-Kayabi
degradacao,8,2013,Modis,MT,1.90,Juara,TI Apiaká-Kayabi
degradacao,8,2013,Modis,MT,0.17,Juara,TI Apiaká-Kayabi
degradacao,8,2013,Modis,MT,16.51,Juara,TI Apiaká-Kayabi
degradacao,11,2019,Sentinel-1-2,MT,0.10,Brasnorte,TI Manoki
degradacao,12,2019,Sentinel-1-2,MT,0.08,Brasnorte,TI Manoki
degradacao,10,2020,Sentinel-1-2,PA,0.03,Paragominas,TI Alto Rio Guamá
degradacao,5,2016,Modis,PA,0.20,Paragominas,TI Alto Rio Guamá
degradacao,5,2016,Modis,PA,0.47,Paragominas,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.02,Paragominas,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.11,Paragominas,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.32,Paragominas,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.14,Paragominas,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.04,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.03,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.10,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.06,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,5,2016,Modis,PA,1.39,Paragominas,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.01,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.04,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.01,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,6,2010,Modis,PA,5.85,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,6,2010,Modis,PA,0.31,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,6,2010,Modis,PA,0.29,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,6,2010,Modis,PA,0.32,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,6,2010,Modis,PA,0.09,Viseu,TI Alto Rio Guamá
degradacao,6,2010,Modis,PA,0.08,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,6,2010,Modis,PA,2.18,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,6,2010,Modis,PA,0.46,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,6,2010,Modis,PA,0.46,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,11,2020,Sentinel-1-2,PA,0.06,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,11,2020,Sentinel-1-2,PA,0.04,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,11,2020,Sentinel-1-2,PA,0.03,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,11,2020,Sentinel-1-2,PA,0.02,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,6,2010,Modis,PA,3.88,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,7,2010,Modis,PA,1.14,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,7,2010,Modis,PA,1.13,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,7,2010,Modis,PA,1.45,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,11,2020,Sentinel-1-2,PA,0.01,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,11,2020,Sentinel-1-2,PA,0.02,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,11,2020,Sentinel-1-2,PA,0.04,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,11,2020,Sentinel-1-2,PA,0.02,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,11,2020,Sentinel-1-2,PA,0.04,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.16,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.02,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.06,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.16,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.14,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.03,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.07,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.05,Nova Esperança do Piriá,TI Alto Rio Guamá
degradacao,10,2020,Sentinel-1-2,PA,0.02,Nova Esperança do Piriá,TI Alto Rio Guamá
