sigla_uf,area_ha,categoria,ano,name,sub_class,nome,geocodigo
MT,54.1474950621,não autorizada,2015,PDS OLGA BENARIO,COM,União do Sul,5108303
MT,10.0170125378,não autorizada,2015,PA SANTA CLARA,ARU,Vila Rica,5108600
MT,206.442126199,não autorizada,2015,PA JAPURANÃ,ARU,Nova Bandeirantes,5106158
MT,349.622950592,não autorizada,2015,PA JAPURANÃ,ARU,Nova Bandeirantes,5106158
MT,63.2778824148,não autorizada,2015,PA TIBAGI,ARU,Brasnorte,5101902
MT,31.0443880952,não autorizada,2015,PA TIBAGI,ARU,Brasnorte,5101902
MT,11.0336508718,não autorizada,2015,PA TIBAGI,ARU,Brasnorte,5101902
MT,7.72405042675,não autorizada,2015,PA COTREL,ARU,Novo Mundo,5106265
MT,7.72405042675,não autorizada,2015,PA COTREL,ARU,Guarantã do Norte,5104104
MT,8.66624716067,não autorizada,2015,PA ANTONIO SOARES,ARU,Peixoto de Azevedo,5106422
MT,22.6333753138,não autorizada,2015,PA ANTONIO SOARES,ARU,Peixoto de Azevedo,5106422
MT,15.6281971734,não autorizada,2015,PA SANTA CLARA,ARU,Vila Rica,5108600
MT,41.4326107628,não autorizada,2014,PA COTREL,ARU,Novo Mundo,5106265
MT,10.6793779399,não autorizada,2014,PA COTREL,ARU,Novo Mundo,5106265
MT,10.6793779399,não autorizada,2014,PA COTREL,ARU,Guarantã do Norte,5104104
MT,75.776104301,não autorizada,2014,PA COTREL,ARU,Novo Mundo,5106265
MT,75.776104301,não autorizada,2014,PA COTREL,ARU,Guarantã do Norte,5104104
MT,34.7668814655,não autorizada,2014,PA BRAÇO SUL,ARU,Guarantã do Norte,5104104
MT,5.90835009689,não autorizada,2014,PA TAPURAH/ITANHANGA,ARU,Itanhangá,5104542
MT,32.0769546963,não autorizada,2014,PA TAPURAH/ITANHANGA,ARU,Itanhangá,5104542
MT,63.2188380133,não autorizada,2014,PA TAPURAH/ITANHANGA,ARU,Tapurah,5108006
MT,65.8048670529,não autorizada,2014,PA TAPURAH/ITANHANGA,ARU,Itanhangá,5104542
MT,99.5846628501,não autorizada,2014,TERRA INDIGENA PARQUE DO XINGU,COM,Paranatinga,5106307
MT,173.480620603,não autorizada,2014,PDS TERRA DE VIVER,ARU,Cláudia,5103056
MT,173.480620603,não autorizada,2014,PDS TERRA DE VIVER,COM,Cláudia,5103056
MT,248.124535185,não autorizada,2014,PA MEDALHA MILAGROSA,ARU,Aripuanã,5101407
MT,171.704779624,não autorizada,2014,TERRA INDIGENA ESCONDIDO,COM,Cotriguaçu,5103379
MT,286.423477174,não autorizada,2014,TERRA INDIGENA KAWAHIVA DO RIO PARDO (RESTRICAO DE USO),COM,Colniza,5103254
MT,116.219066486,não autorizada,2014,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Colniza,5103254
MT,385.615774811,não autorizada,2014,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,COM,Aripuanã,5101407
MT,35.3001168779,não autorizada,2017,PDS 12 DE OUTUBRO,COM,Cláudia,5103056
MT,102.866426887,não autorizada,2017,PDS OLGA BENARIO,ARU,União do Sul,5108303
